g_id,src,dst,label
molecule_4076,42,43,nonmutagen
molecule_4076,43,44,nonmutagen
molecule_4076,43,45,nonmutagen
molecule_4076,44,46,nonmutagen
molecule_4076,45,47,nonmutagen
molecule_4076,46,48,nonmutagen
molecule_4076,10,14,nonmutagen
molecule_4076,11,13,nonmutagen
molecule_4076,13,21,nonmutagen
molecule_4076,15,16,nonmutagen
molecule_4076,15,17,nonmutagen
molecule_4076,18,20,nonmutagen
molecule_4076,36,39,nonmutagen
molecule_4076,47,48,nonmutagen
molecule_4076,2,49,nonmutagen
molecule_4076,3,50,nonmutagen
molecule_4076,5,51,nonmutagen
molecule_4076,6,52,nonmutagen
molecule_4076,7,53,nonmutagen
molecule_4076,9,54,nonmutagen
molecule_4076,11,55,nonmutagen
molecule_4076,12,56,nonmutagen
molecule_4076,12,57,nonmutagen
molecule_4076,12,58,nonmutagen
molecule_4076,17,59,nonmutagen
molecule_4076,19,60,nonmutagen
molecule_4076,25,61,nonmutagen
molecule_4076,25,62,nonmutagen
molecule_4076,26,63,nonmutagen
molecule_4076,28,64,nonmutagen
molecule_4076,28,65,nonmutagen
molecule_4076,28,66,nonmutagen
molecule_4076,29,67,nonmutagen
molecule_4076,30,68,nonmutagen
molecule_4076,32,69,nonmutagen
molecule_4076,32,70,nonmutagen
molecule_4076,32,71,nonmutagen
molecule_4076,33,72,nonmutagen
molecule_4076,33,73,nonmutagen
molecule_4076,34,74,nonmutagen
molecule_4076,35,75,nonmutagen
molecule_4076,36,76,nonmutagen
molecule_4076,37,77,nonmutagen
molecule_4076,39,78,nonmutagen
molecule_4076,40,79,nonmutagen
molecule_4076,41,80,nonmutagen
molecule_4076,42,81,nonmutagen
molecule_4076,44,82,nonmutagen
molecule_4076,45,83,nonmutagen
molecule_4076,46,84,nonmutagen
molecule_4076,47,85,nonmutagen
molecule_4076,48,86,nonmutagen
molecule_3656,2,1,nonmutagen
molecule_3656,3,1,nonmutagen
molecule_3656,4,2,nonmutagen
molecule_3656,5,2,nonmutagen
molecule_3656,6,2,nonmutagen
molecule_3656,7,3,nonmutagen
molecule_3656,8,3,nonmutagen
molecule_3656,9,7,nonmutagen
molecule_3656,4,10,nonmutagen
molecule_3656,4,11,nonmutagen
molecule_3656,4,12,nonmutagen
molecule_3656,5,13,nonmutagen
molecule_3656,5,14,nonmutagen
molecule_3656,5,15,nonmutagen
molecule_3656,6,16,nonmutagen
molecule_3656,6,17,nonmutagen
molecule_3656,6,18,nonmutagen
molecule_3656,7,19,nonmutagen
molecule_3656,9,20,nonmutagen
molecule_3656,9,21,nonmutagen
molecule_3326,1,2,mutagen
molecule_3326,1,3,mutagen
molecule_3326,1,4,mutagen
molecule_3326,1,5,mutagen
molecule_3326,2,6,mutagen
molecule_3326,2,7,mutagen
molecule_3326,3,8,mutagen
molecule_3326,4,9,mutagen
molecule_3326,6,10,mutagen
molecule_3326,7,11,mutagen
molecule_3326,8,12,mutagen
molecule_3326,10,13,mutagen
molecule_3326,11,14,mutagen
molecule_3326,9,12,mutagen
molecule_3326,3,15,mutagen
molecule_3326,6,16,mutagen
molecule_3326,6,17,mutagen
molecule_3326,7,18,mutagen
molecule_3326,7,19,mutagen
molecule_3326,8,20,mutagen
molecule_3326,8,21,mutagen
molecule_3326,9,22,mutagen
molecule_3326,9,23,mutagen
molecule_3326,10,24,mutagen
molecule_3326,10,25,mutagen
molecule_3326,11,26,mutagen
molecule_3326,11,27,mutagen
molecule_3326,12,28,mutagen
molecule_3326,12,29,mutagen
molecule_2814,1,2,mutagen
molecule_2814,1,3,mutagen
molecule_2814,2,4,mutagen
molecule_2814,2,5,mutagen
molecule_2814,3,6,mutagen
molecule_2814,1,7,mutagen
molecule_2814,1,8,mutagen
molecule_2814,3,9,mutagen
molecule_2814,3,10,mutagen
molecule_2814,4,11,mutagen
molecule_2814,4,12,mutagen
molecule_2814,4,13,mutagen
molecule_2814,5,14,mutagen
molecule_2814,5,15,mutagen
molecule_2814,5,16,mutagen
molecule_4049,1,2,nonmutagen
molecule_4049,1,3,nonmutagen
molecule_4049,1,4,nonmutagen
molecule_4049,2,5,nonmutagen
molecule_4049,2,6,nonmutagen
molecule_4049,3,7,nonmutagen
molecule_4049,4,8,nonmutagen
molecule_4049,5,9,nonmutagen
molecule_4049,5,10,nonmutagen
molecule_4049,6,11,nonmutagen
molecule_4049,6,12,nonmutagen
molecule_4049,7,13,nonmutagen
molecule_4049,7,14,nonmutagen
molecule_4049,8,15,nonmutagen
molecule_4049,8,16,nonmutagen
molecule_4049,13,17,nonmutagen
molecule_4049,15,18,nonmutagen
molecule_4049,16,19,nonmutagen
molecule_4049,17,20,nonmutagen
molecule_4049,17,21,nonmutagen
molecule_4049,18,22,nonmutagen
molecule_4049,18,23,nonmutagen
molecule_4049,19,24,nonmutagen
molecule_4049,20,25,nonmutagen
molecule_4049,22,26,nonmutagen
molecule_4049,22,27,nonmutagen
molecule_4049,23,28,nonmutagen
molecule_4049,24,29,nonmutagen
molecule_4049,25,30,nonmutagen
molecule_4049,25,31,nonmutagen
molecule_4049,26,32,nonmutagen
molecule_4049,26,33,nonmutagen
molecule_4049,28,34,nonmutagen
molecule_4049,29,35,nonmutagen
molecule_4049,30,36,nonmutagen
molecule_4049,30,37,nonmutagen
molecule_4049,32,38,nonmutagen
molecule_4049,35,39,nonmutagen
molecule_4049,36,40,nonmutagen
molecule_4049,39,41,nonmutagen
molecule_4049,40,42,nonmutagen
molecule_4049,41,43,nonmutagen
molecule_4049,42,44,nonmutagen
molecule_4049,42,45,nonmutagen
molecule_4049,43,46,nonmutagen
molecule_4049,44,47,nonmutagen
molecule_4049,46,48,nonmutagen
molecule_4049,47,49,nonmutagen
molecule_4049,47,50,nonmutagen
molecule_4049,48,51,nonmutagen
molecule_4049,49,52,nonmutagen
molecule_4049,51,53,nonmutagen
molecule_4049,52,54,nonmutagen
molecule_4049,52,55,nonmutagen
molecule_4049,53,56,nonmutagen
molecule_4049,54,57,nonmutagen
molecule_4049,56,58,nonmutagen
molecule_4049,57,59,nonmutagen
molecule_4049,57,60,nonmutagen
molecule_4049,58,61,nonmutagen
molecule_4049,59,62,nonmutagen
molecule_4049,59,63,nonmutagen
molecule_4049,61,64,nonmutagen
molecule_4049,62,65,nonmutagen
molecule_4049,7,9,nonmutagen
molecule_4049,28,32,nonmutagen
molecule_4049,61,62,nonmutagen
molecule_4049,1,66,nonmutagen
molecule_4049,2,67,nonmutagen
molecule_4049,4,68,nonmutagen
molecule_4049,4,69,nonmutagen
molecule_4049,5,70,nonmutagen
molecule_4049,8,71,nonmutagen
molecule_4049,9,72,nonmutagen
molecule_4049,9,73,nonmutagen
molecule_4049,10,74,nonmutagen
molecule_4049,11,75,nonmutagen
molecule_4049,13,76,nonmutagen
molecule_4049,13,77,nonmutagen
molecule_4049,14,78,nonmutagen
molecule_4049,16,79,nonmutagen
molecule_4049,17,80,nonmutagen
molecule_4049,18,81,nonmutagen
molecule_4049,19,82,nonmutagen
molecule_4049,20,83,nonmutagen
molecule_4049,20,84,nonmutagen
molecule_4049,21,85,nonmutagen
molecule_4049,22,86,nonmutagen
molecule_4049,24,87,nonmutagen
molecule_4049,25,88,nonmutagen
molecule_4049,26,89,nonmutagen
molecule_4049,27,90,nonmutagen
molecule_4049,28,91,nonmutagen
molecule_4049,29,92,nonmutagen
molecule_4049,30,93,nonmutagen
molecule_4049,31,94,nonmutagen
molecule_4049,32,95,nonmutagen
molecule_4049,33,96,nonmutagen
molecule_4049,33,97,nonmutagen
molecule_4049,34,98,nonmutagen
molecule_4049,34,99,nonmutagen
molecule_3698,1,2,nonmutagen
molecule_3698,1,3,nonmutagen
molecule_3698,2,4,nonmutagen
molecule_3698,2,5,nonmutagen
molecule_3698,3,6,nonmutagen
molecule_3698,4,7,nonmutagen
molecule_3698,6,8,nonmutagen
molecule_3698,7,9,nonmutagen
molecule_3698,8,10,nonmutagen
molecule_3698,9,11,nonmutagen
molecule_3698,10,12,nonmutagen
molecule_3698,11,13,nonmutagen
molecule_3698,12,14,nonmutagen
molecule_3698,14,15,nonmutagen
molecule_3698,15,16,nonmutagen
molecule_3698,16,17,nonmutagen
molecule_3698,16,18,nonmutagen
molecule_3698,17,19,nonmutagen
molecule_3698,19,20,nonmutagen
molecule_3698,20,21,nonmutagen
molecule_3698,21,22,nonmutagen
molecule_3698,1,23,nonmutagen
molecule_3698,1,24,nonmutagen
molecule_3698,3,25,nonmutagen
molecule_3698,3,26,nonmutagen
molecule_3698,6,27,nonmutagen
molecule_3698,6,28,nonmutagen
molecule_3698,7,29,nonmutagen
molecule_3698,7,30,nonmutagen
molecule_3698,8,31,nonmutagen
molecule_3698,8,32,nonmutagen
molecule_3698,9,33,nonmutagen
molecule_3698,9,34,nonmutagen
molecule_3698,10,35,nonmutagen
molecule_3698,10,36,nonmutagen
molecule_3698,11,37,nonmutagen
molecule_3698,11,38,nonmutagen
molecule_3698,12,39,nonmutagen
molecule_3698,12,40,nonmutagen
molecule_3698,13,41,nonmutagen
molecule_3698,13,42,nonmutagen
molecule_3698,13,43,nonmutagen
molecule_3698,14,44,nonmutagen
molecule_3698,14,45,nonmutagen
molecule_3698,15,46,nonmutagen
molecule_3698,15,47,nonmutagen
molecule_3698,19,48,nonmutagen
molecule_3698,19,49,nonmutagen
molecule_3698,20,50,nonmutagen
molecule_3698,20,51,nonmutagen
molecule_3698,21,52,nonmutagen
molecule_3698,21,53,nonmutagen
molecule_3698,22,54,nonmutagen
molecule_3698,22,55,nonmutagen
molecule_3698,22,56,nonmutagen
molecule_3480,1,2,mutagen
molecule_3480,1,3,mutagen
molecule_3480,1,4,mutagen
molecule_3480,2,5,mutagen
molecule_3480,1,6,mutagen
molecule_3480,2,7,mutagen
molecule_3480,2,8,mutagen
molecule_3480,3,9,mutagen
molecule_3480,3,10,mutagen
molecule_3480,3,11,mutagen
molecule_3480,5,12,mutagen
molecule_3845,1,2,nonmutagen
molecule_3845,1,3,nonmutagen
molecule_3845,2,4,nonmutagen
molecule_3845,3,5,nonmutagen
molecule_3845,4,6,nonmutagen
molecule_3845,5,6,nonmutagen
molecule_3845,1,7,nonmutagen
molecule_3845,1,8,nonmutagen
molecule_3845,4,9,nonmutagen
molecule_3845,4,10,nonmutagen
molecule_3845,5,11,nonmutagen
molecule_3845,5,12,nonmutagen
molecule_3493,1,2,mutagen
molecule_3493,1,3,mutagen
molecule_3493,1,4,mutagen
molecule_3493,2,5,mutagen
molecule_3493,2,6,mutagen
molecule_3493,3,7,mutagen
molecule_3493,3,8,mutagen
molecule_3493,4,9,mutagen
molecule_3493,4,10,mutagen
molecule_3493,5,11,mutagen
molecule_3493,5,12,mutagen
molecule_3493,6,13,mutagen
molecule_3493,6,14,mutagen
molecule_3493,7,15,mutagen
molecule_3493,7,16,mutagen
molecule_3493,11,17,mutagen
molecule_3493,11,18,mutagen
molecule_3493,15,19,mutagen
molecule_3493,16,20,mutagen
molecule_3493,18,21,mutagen
molecule_3493,19,22,mutagen
molecule_3493,8,13,mutagen
molecule_3493,9,15,mutagen
molecule_3493,10,12,mutagen
molecule_3493,14,17,mutagen
molecule_3493,20,22,mutagen
molecule_3493,8,23,mutagen
molecule_3493,9,24,mutagen
molecule_3493,10,25,mutagen
molecule_3493,12,26,mutagen
molecule_3493,13,27,mutagen
molecule_3493,14,28,mutagen
molecule_3493,16,29,mutagen
molecule_3493,17,30,mutagen
molecule_3493,19,31,mutagen
molecule_3493,20,32,mutagen
molecule_3493,22,33,mutagen
molecule_2805,1,2,mutagen
molecule_2805,1,3,mutagen
molecule_2805,1,4,mutagen
molecule_2805,2,5,mutagen
molecule_2805,3,6,mutagen
molecule_2805,4,7,mutagen
molecule_2805,5,6,mutagen
molecule_2805,2,8,mutagen
molecule_2805,2,9,mutagen
molecule_2805,3,10,mutagen
molecule_2805,3,11,mutagen
molecule_2805,5,12,mutagen
molecule_2805,5,13,mutagen
molecule_2805,6,14,mutagen
molecule_2805,6,15,mutagen
molecule_3914,1,2,nonmutagen
molecule_3914,1,3,nonmutagen
molecule_3914,1,4,nonmutagen
molecule_3914,1,5,nonmutagen
molecule_3914,2,6,nonmutagen
molecule_3914,3,7,nonmutagen
molecule_3914,4,8,nonmutagen
molecule_3914,6,9,nonmutagen
molecule_3914,6,10,nonmutagen
molecule_3914,7,11,nonmutagen
molecule_3914,7,12,nonmutagen
molecule_3914,8,13,nonmutagen
molecule_3914,8,14,nonmutagen
molecule_3914,9,15,nonmutagen
molecule_3914,10,16,nonmutagen
molecule_3914,11,17,nonmutagen
molecule_3914,12,18,nonmutagen
molecule_3914,13,19,nonmutagen
molecule_3914,14,20,nonmutagen
molecule_3914,15,21,nonmutagen
molecule_3914,15,22,nonmutagen
molecule_3914,17,23,nonmutagen
molecule_3914,17,24,nonmutagen
molecule_3914,19,25,nonmutagen
molecule_3914,25,26,nonmutagen
molecule_3914,16,21,nonmutagen
molecule_3914,18,23,nonmutagen
molecule_3914,20,25,nonmutagen
molecule_3914,9,27,nonmutagen
molecule_3914,10,28,nonmutagen
molecule_3914,11,29,nonmutagen
molecule_3914,12,30,nonmutagen
molecule_3914,13,31,nonmutagen
molecule_3914,14,32,nonmutagen
molecule_3914,16,33,nonmutagen
molecule_3914,18,34,nonmutagen
molecule_3914,19,35,nonmutagen
molecule_3914,20,36,nonmutagen
molecule_3914,21,37,nonmutagen
molecule_3914,22,38,nonmutagen
molecule_3914,22,39,nonmutagen
molecule_3914,22,40,nonmutagen
molecule_3914,23,41,nonmutagen
molecule_3914,24,42,nonmutagen
molecule_3914,24,43,nonmutagen
molecule_3914,24,44,nonmutagen
molecule_3914,26,45,nonmutagen
molecule_3914,26,46,nonmutagen
molecule_3914,26,47,nonmutagen
molecule_3252,1,2,nonmutagen
molecule_3252,1,3,nonmutagen
molecule_3252,1,4,nonmutagen
molecule_3252,2,5,nonmutagen
molecule_3252,3,6,nonmutagen
molecule_3252,4,7,nonmutagen
molecule_3252,5,8,nonmutagen
molecule_3252,6,9,nonmutagen
molecule_3252,8,10,nonmutagen
molecule_3252,8,11,nonmutagen
molecule_3252,7,9,nonmutagen
molecule_3252,2,12,nonmutagen
molecule_3252,2,13,nonmutagen
molecule_3252,3,14,nonmutagen
molecule_3252,4,15,nonmutagen
molecule_3252,6,16,nonmutagen
molecule_3252,7,17,nonmutagen
molecule_3252,9,18,nonmutagen
molecule_3252,10,19,nonmutagen
molecule_3252,10,20,nonmutagen
molecule_3252,10,21,nonmutagen
molecule_3149,1,2,mutagen
molecule_3149,1,3,mutagen
molecule_3149,1,4,mutagen
molecule_3149,2,5,mutagen
molecule_3149,2,6,mutagen
molecule_3149,3,7,mutagen
molecule_3149,3,8,mutagen
molecule_3149,4,9,mutagen
molecule_3149,4,10,mutagen
molecule_3149,5,11,mutagen
molecule_3149,5,7,mutagen
molecule_3149,3,12,mutagen
molecule_3149,4,13,mutagen
molecule_3149,8,14,mutagen
molecule_4002,2,1,mutagen
molecule_4002,3,1,mutagen
molecule_4002,4,1,mutagen
molecule_4002,5,1,mutagen
molecule_4002,6,5,mutagen
molecule_4002,7,5,mutagen
molecule_4002,8,6,mutagen
molecule_4002,9,6,mutagen
molecule_4002,10,7,mutagen
molecule_4002,11,8,mutagen
molecule_4002,12,8,mutagen
molecule_4002,13,9,mutagen
molecule_4002,14,10,mutagen
molecule_4002,15,11,mutagen
molecule_4002,16,12,mutagen
molecule_4002,17,12,mutagen
molecule_4002,18,14,mutagen
molecule_4002,19,14,mutagen
molecule_4002,20,14,mutagen
molecule_4002,21,17,mutagen
molecule_4002,22,21,mutagen
molecule_4002,23,22,mutagen
molecule_4002,24,23,mutagen
molecule_4002,25,23,mutagen
molecule_4002,26,24,mutagen
molecule_4002,27,24,mutagen
molecule_4002,28,25,mutagen
molecule_4002,29,26,mutagen
molecule_4002,30,27,mutagen
molecule_4002,31,30,mutagen
molecule_4002,32,31,mutagen
molecule_4002,33,31,mutagen
molecule_4002,34,32,mutagen
molecule_4002,35,33,mutagen
molecule_4002,36,34,mutagen
molecule_4002,37,34,mutagen
molecule_4002,38,36,mutagen
molecule_4002,39,37,mutagen
molecule_4002,40,39,mutagen
molecule_4002,41,40,mutagen
molecule_4002,42,41,mutagen
molecule_4002,43,41,mutagen
molecule_4002,44,42,mutagen
molecule_4002,45,42,mutagen
molecule_4002,46,43,mutagen
molecule_4002,47,45,mutagen
molecule_4002,48,45,mutagen
molecule_4002,49,47,mutagen
molecule_4002,50,48,mutagen
molecule_4002,51,48,mutagen
molecule_4002,52,49,mutagen
molecule_4002,53,49,mutagen
molecule_4002,54,51,mutagen
molecule_4002,55,52,mutagen
molecule_4002,56,52,mutagen
molecule_4002,57,52,mutagen
molecule_4002,58,54,mutagen
molecule_4002,59,54,mutagen
molecule_4002,60,54,mutagen
molecule_4002,10,11,mutagen
molecule_4002,13,17,mutagen
molecule_4002,28,30,mutagen
molecule_4002,35,37,mutagen
molecule_4002,46,47,mutagen
molecule_4002,51,53,mutagen
molecule_4002,4,61,mutagen
molecule_4002,7,62,mutagen
molecule_4002,9,63,mutagen
molecule_4002,13,64,mutagen
molecule_4002,15,65,mutagen
molecule_4002,15,66,mutagen
molecule_4002,16,67,mutagen
molecule_4002,20,68,mutagen
molecule_4002,25,69,mutagen
molecule_4002,27,70,mutagen
molecule_4002,28,71,mutagen
molecule_4002,29,72,mutagen
molecule_4002,29,73,mutagen
molecule_4002,29,74,mutagen
molecule_4002,32,75,mutagen
molecule_4002,33,76,mutagen
molecule_4002,35,77,mutagen
molecule_4002,38,78,mutagen
molecule_4002,38,79,mutagen
molecule_4002,38,80,mutagen
molecule_4002,43,81,mutagen
molecule_4002,44,82,mutagen
molecule_4002,46,83,mutagen
molecule_4002,50,84,mutagen
molecule_4002,50,85,mutagen
molecule_4002,53,86,mutagen
molecule_4002,57,87,mutagen
molecule_4002,60,88,mutagen
molecule_3728,1,2,mutagen
molecule_3728,1,3,mutagen
molecule_3728,1,4,mutagen
molecule_3728,2,5,mutagen
molecule_3728,2,6,mutagen
molecule_3728,3,7,mutagen
molecule_3728,4,8,mutagen
molecule_3728,5,9,mutagen
molecule_3728,6,10,mutagen
molecule_3728,7,11,mutagen
molecule_3728,7,9,mutagen
molecule_3728,8,10,mutagen
molecule_3728,3,12,mutagen
molecule_3728,4,13,mutagen
molecule_3728,6,14,mutagen
molecule_3728,8,15,mutagen
molecule_3728,9,16,mutagen
molecule_3728,10,17,mutagen
molecule_3728,11,18,mutagen
molecule_3728,11,19,mutagen
molecule_3728,11,20,mutagen
molecule_3081,1,2,mutagen
molecule_3081,1,3,mutagen
molecule_3081,1,4,mutagen
molecule_3081,2,5,mutagen
molecule_3081,2,6,mutagen
molecule_3081,3,7,mutagen
molecule_3081,4,8,mutagen
molecule_3081,5,9,mutagen
molecule_3081,5,10,mutagen
molecule_3081,6,11,mutagen
molecule_3081,8,12,mutagen
molecule_3081,9,13,mutagen
molecule_3081,13,14,mutagen
molecule_3081,7,9,mutagen
molecule_3081,8,11,mutagen
molecule_3081,3,15,mutagen
molecule_3081,7,16,mutagen
molecule_3081,10,17,mutagen
molecule_3081,10,18,mutagen
molecule_3081,10,19,mutagen
molecule_3081,11,20,mutagen
molecule_3081,12,21,mutagen
molecule_3081,12,22,mutagen
molecule_3081,12,23,mutagen
molecule_3081,13,24,mutagen
molecule_3081,14,25,mutagen
molecule_3081,14,26,mutagen
molecule_3081,14,27,mutagen
molecule_3576,1,2,nonmutagen
molecule_3576,1,3,nonmutagen
molecule_3576,1,4,nonmutagen
molecule_3576,1,5,nonmutagen
molecule_3576,2,6,nonmutagen
molecule_3576,2,7,nonmutagen
molecule_3576,3,8,nonmutagen
molecule_3576,3,9,nonmutagen
molecule_3576,4,10,nonmutagen
molecule_3576,5,11,nonmutagen
molecule_3576,5,12,nonmutagen
molecule_3576,6,13,nonmutagen
molecule_3576,7,14,nonmutagen
molecule_3576,8,15,nonmutagen
molecule_3576,9,16,nonmutagen
molecule_3576,10,17,nonmutagen
molecule_3576,13,18,nonmutagen
molecule_3576,15,19,nonmutagen
molecule_3576,18,20,nonmutagen
molecule_3576,10,11,nonmutagen
molecule_3576,14,18,nonmutagen
molecule_3576,16,19,nonmutagen
molecule_3576,4,21,nonmutagen
molecule_3576,6,22,nonmutagen
molecule_3576,7,23,nonmutagen
molecule_3576,8,24,nonmutagen
molecule_3576,9,25,nonmutagen
molecule_3576,11,26,nonmutagen
molecule_3576,13,27,nonmutagen
molecule_3576,14,28,nonmutagen
molecule_3576,15,29,nonmutagen
molecule_3576,16,30,nonmutagen
molecule_3576,19,31,nonmutagen
molecule_3576,20,32,nonmutagen
molecule_3264,1,2,nonmutagen
molecule_3264,1,3,nonmutagen
molecule_3264,1,4,nonmutagen
molecule_3264,1,5,nonmutagen
molecule_3264,2,6,nonmutagen
molecule_3264,3,7,nonmutagen
molecule_3264,4,8,nonmutagen
molecule_3264,5,9,nonmutagen
molecule_3264,2,10,nonmutagen
molecule_3264,2,11,nonmutagen
molecule_3264,3,12,nonmutagen
molecule_3264,3,13,nonmutagen
molecule_3264,4,14,nonmutagen
molecule_3264,4,15,nonmutagen
molecule_3264,5,16,nonmutagen
molecule_3264,5,17,nonmutagen
molecule_3264,6,18,nonmutagen
molecule_3264,7,19,nonmutagen
molecule_3264,8,20,nonmutagen
molecule_3264,9,21,nonmutagen
molecule_4020,1,2,nonmutagen
molecule_4020,1,3,nonmutagen
molecule_4020,1,4,nonmutagen
molecule_4020,2,5,nonmutagen
molecule_4020,2,6,nonmutagen
molecule_4020,3,7,nonmutagen
molecule_4020,4,8,nonmutagen
molecule_4020,4,9,nonmutagen
molecule_4020,5,10,nonmutagen
molecule_4020,6,11,nonmutagen
molecule_4020,6,12,nonmutagen
molecule_4020,7,13,nonmutagen
molecule_4020,7,14,nonmutagen
molecule_4020,8,15,nonmutagen
molecule_4020,11,16,nonmutagen
molecule_4020,13,17,nonmutagen
molecule_4020,17,18,nonmutagen
molecule_4020,18,19,nonmutagen
molecule_4020,19,20,nonmutagen
molecule_4020,19,21,nonmutagen
molecule_4020,20,22,nonmutagen
molecule_4020,22,23,nonmutagen
molecule_4020,23,24,nonmutagen
molecule_4020,24,25,nonmutagen
molecule_4020,24,26,nonmutagen
molecule_4020,25,27,nonmutagen
molecule_4020,27,28,nonmutagen
molecule_4020,28,29,nonmutagen
molecule_4020,29,30,nonmutagen
molecule_4020,29,31,nonmutagen
molecule_4020,7,10,nonmutagen
molecule_4020,8,11,nonmutagen
molecule_4020,5,32,nonmutagen
molecule_4020,5,33,nonmutagen
molecule_4020,9,34,nonmutagen
molecule_4020,9,35,nonmutagen
molecule_4020,9,36,nonmutagen
molecule_4020,10,37,nonmutagen
molecule_4020,10,38,nonmutagen
molecule_4020,12,39,nonmutagen
molecule_4020,12,40,nonmutagen
molecule_4020,12,41,nonmutagen
molecule_4020,13,42,nonmutagen
molecule_4020,13,43,nonmutagen
molecule_4020,14,44,nonmutagen
molecule_4020,14,45,nonmutagen
molecule_4020,14,46,nonmutagen
molecule_4020,15,47,nonmutagen
molecule_4020,15,48,nonmutagen
molecule_4020,15,49,nonmutagen
molecule_4020,16,50,nonmutagen
molecule_4020,17,51,nonmutagen
molecule_4020,17,52,nonmutagen
molecule_4020,18,53,nonmutagen
molecule_4020,18,54,nonmutagen
molecule_4020,19,55,nonmutagen
molecule_4020,20,56,nonmutagen
molecule_4020,20,57,nonmutagen
molecule_4020,21,58,nonmutagen
molecule_4020,21,59,nonmutagen
molecule_4020,21,60,nonmutagen
molecule_4020,22,61,nonmutagen
molecule_4020,22,62,nonmutagen
molecule_4020,23,63,nonmutagen
molecule_4020,23,64,nonmutagen
molecule_4020,24,65,nonmutagen
molecule_4020,25,66,nonmutagen
molecule_4020,25,67,nonmutagen
molecule_4020,26,68,nonmutagen
